242,8.0333,0.0009
243,8.0667,0.6132
244,8.1000,0.0021
245,8.1333,0.7083
246,8.1667,0.0086
247,8.2000,0.6059
248,8.2333,0.0000
249,8.2667,0.0000
250,8.3000,0.0000
251,8.3333,0.0000
252,8.3667,0.0000
253,8.4000,0.0000
254,8.4333,0.0000
255,8.4667,0.0000
256,8.5000,1.6092
257,8.5333,0.0000
258,8.5667,1.6178
259,8.6000,1.4587
260,8.6333,0.0000
261,8.6667,1.7853
262,8.7000,1.6775
263,8.7333,0.0019
264,8.7667,2.1432
265,8.8000,0.0000
266,8.8333,1.6053
267,8.8667,0.8104
268,8.9000,0.5088
269,8.9333,0.0005
270,8.9667,1.6452
271,9.0000,1.2249
272,9.0333,0.0046
273,9.0667,1.9336
274,9.1000,0.1972
275,9.1333,0.0000
276,9.1667,0.0000
277,9.2000,0.0000
278,9.2333,0.0088
279,9.2667,0.0057
280,9.3000,0.0000
281,9.3333,0.0000
282,9.3667,0.0000
283,9.4000,0.0000
284,9.4333,0.0000
285,9.4667,0.0000
286,9.5000,0.0000
287,9.5333,0.0000
288,9.5667,0.0000
289,9.6000,0.0000
290,9.6333,0.0000
291,9.6667,0.0000
292,9.7000,0.0000
293,9.7333,0.0000
294,9.7667,3.0963
295,9.8000,0.9036
296,9.8333,1.5551
297,9.8667,1.5326
298,9.9000,0.4763
299,9.9333,0.3001
300,9.9667,0.3067
301,10.0000,0.0006
302,10.0333,0.0069
303,10.0667,0.0000
304,10.1000,0.0000
305,10.1333,0.0000
306,10.1667,0.0000
307,10.2000,0.0000
308,10.2333,0.0000
309,10.2667,0.0000
310,10.3000,0.0000
311,10.3333,0.0000
312,10.3667,0.0000
313,10.4000,0.0000
314,10.4333,0.0000
315,10.4667,0.0000
316,10.5000,0.0000
317,10.5333,0.0000
318,10.5667,2.4189
319,10.6000,0.6211
320,10.6333,0.0002
321,10.6667,1.2549
322,10.7000,1.1352
323,10.7333,0.0000
324,10.7667,2.1659
325,10.8000,1.4904
326,10.8333,0.0007
327,10.8667,1.2869
328,10.9000,0.7213
329,10.9333,0.0006
330,10.9667,0.2059
331,11.0000,0.0000
332,11.0333,0.0000
333,11.0667,0.0000
334,11.1000,0.0000
335,11.1333,0.0000
336,11.1667,0.0000
337,11.2000,0.0000
338,11.2333,0.0000
339,11.2667,0.0000
340,11.3000,0.0000
341,11.3333,0.0000
342,11.3667,0.0000
343,11.4000,0.0000
344,11.4333,0.0000
345,11.4667,0.0000
346,11.5000,0.0000
347,11.5333,0.0000
348,11.5667,0.0000
349,11.6000,0.0000
350,11.6333,0.0000
351,11.6667,3.2763
352,11.7000,1.6550
353,11.7333,0.7207
354,11.7667,0.3410
355,11.8000,0.3223
356,11.8333,0.0055
357,11.8667,0.0074
358,11.9000,0.0031
359,11.9333,0.0000
360,11.9667,0.0000
361,12.0000,0.0595
362,12.0333,0.0054
363,12.0667,0.0004
364,12.1000,0.0000
365,12.1333,0.0000
366,12.1667,0.0000
367,12.2000,0.0000
368,12.2333,0.0000
369,12.2667,0.0000
370,12.3000,0.0000
371,12.3333,0.0000
372,12.3667,0.0000
373,12.4000,0.0000
374,12.4333,0.0000
375,12.4667,0.0000
376,12.5000,0.0000
377,12.5333,0.0000
378,12.5667,0.0000
379,12.6000,0.0000
380,12.6333,0.0000
381,12.6667,3.4461
382,12.7000,0.9146
383,12.7333,0.0089
384,12.7667,0.8494
385,12.8000,0.3139
386,12.8333,0.0021
387,12.8667,0.0005
388,12.9000,0.0000
389,12.9333,0.0000
390,12.9667,0.0000
391,13.0000,0.0000
392,13.0333,0.0000
393,13.0667,0.0000
394,13.1000,0.0000
395,13.1333,0.0000
396,13.1667,0.0000
397,13.2000,0.0000
398,13.2333,0.0000
399,13.2667,0.0000
400,13.3000,0.0000
401,13.3333,0.0000
402,13.3667,0.0000
403,13.4000,0.0000
404,13.4333,3.2856
405,13.4667,2.3666
406,13.5000,1.0112
407,13.5333,0.0000
408,13.5667,0.4550
409,13.6000,0.0000
410,13.6333,1.1611
411,13.6667,0.7758
412,13.7000,1.1434
413,13.7333,1.4495
414,13.7667,0.7428
415,13.8000,1.4182
416,13.8333,1.2480
417,13.8667,1.1989
418,13.9000,1.0813
419,13.9333,0.4008
420,13.9667,1.2806
421,14.0000,1.4048
422,14.0333,1.0620
423,14.0667,0.3334
424,14.1000,1.7049
425,14.1333,0.9233
426,14.1667,0.9294
427,14.2000,0.4722
428,14.2333,0.8032
429,14.2667,0.2845
430,14.3000,0.5500
431,14.3333,0.8221
432,14.3667,0.1709
433,14.4000,0.3423
434,14.4333,0.0041
435,14.4667,0.0159
436,14.5000,1.6707
437,14.5333,0.7508
438,14.5667,1.1183
439,14.6000,0.7206
440,14.6333,0.6110
441,14.6667,1.0095
442,14.7000,1.3648
443,14.7333,1.5891
444,14.7667,1.4893
445,14.8000,1.4851
446,14.8333,1.3953
447,14.8667,1.6365
448,14.9000,2.2098
449,14.9333,1.5098
450,14.9667,1.3527
451,15.0000,1.2929
452,15.0333,1.6389
453,15.0667,1.9004
454,15.1000,1.1730
455,15.1333,0.4722
456,15.1667,0.2316
457,15.2000,0.2281
458,15.2333,0.0010
459,15.2667,0.0325
460,15.3000,0.0000
461,15.3333,0.0000
462,15.3667,0.0000
463,15.4000,0.0000
464,15.4333,0.0000
465,15.4667,0.0000
466,15.5000,0.0000
467,15.5333,0.0000
468,15.5667,0.0000
469,15.6000,0.0000
470,15.6333,0.0000
471,15.6667,0.0000
472,15.7000,5.5641
473,15.7333,0.0030
474,15.7667,0.0015
475,15.8000,0.2892
476,15.8333,0.0000
477,15.8667,0.4298
478,15.9000,0.5312
479,15.9333,0.0000
480,15.9667,0.3141
481,16.0000,0.0000
482,16.0333,0.0000
483,16.0667,0.0000
484,16.1000,0.0000
485,16.1333,0.0000
486,16.1667,0.0000
487,16.2000,0.0000
488,16.2333,0.0000
489,16.2667,0.0000
490,16.3000,0.0000
491,16.3333,0.0000
492,16.3667,0.0000
493,16.4000,0.0000
494,16.4333,0.0000
495,16.4667,0.0000
496,16.5000,0.0000
497,16.5333,0.0000
498,16.5667,0.0000
499,16.6000,0.0363
500,16.6333,0.0000
501,16.6667,0.0000
502,16.7000,0.0000
503,16.7333,0.0000
504,16.7667,0.0000
